"","Concept","ID","Question","ChoiceNumber"
"4887","Bernie Sanders","39","Ronald Reagan Abraham Lincoln",1
"4888","Bernie Sanders","39","Ronald Reagan Barack Obama",1
"4889","Bernie Sanders","39","Ronald Reagan Donald Trump",0
"4890","Bernie Sanders","39","Ronald Reagan Elizabeth Warren",1
"4891","Bernie Sanders","39","Ronald Reagan George W. Bush",0
"4892","Bernie Sanders","39","Ronald Reagan Hillary Clinton",1
"4893","Bernie Sanders","39","Ronald Reagan Joe Biden",1
"4894","Bernie Sanders","39","Ronald Reagan Richard Nixon",1
"4895","Barack Obama","4","Abraham Lincoln Bernie Sanders",0
"4896","Barack Obama","4","Abraham Lincoln Donald Trump",0
"4897","Barack Obama","4","Abraham Lincoln Elizabeth Warren",0
"4898","Barack Obama","4","Abraham Lincoln George W. Bush",0
"4899","Barack Obama","4","Abraham Lincoln Hillary Clinton",0
"4900","Barack Obama","4","Abraham Lincoln Joe Biden",1
"4901","Barack Obama","4","Abraham Lincoln Richard Nixon",0
"4902","Barack Obama","4","Abraham Lincoln Ronald Reagan",0
"4903","Barack Obama","4","Bernie Sanders Abraham Lincoln",0
"4904","Barack Obama","4","Bernie Sanders Donald Trump",0
"4905","Barack Obama","4","Bernie Sanders Elizabeth Warren",0
"4906","Barack Obama","4","Bernie Sanders George W. Bush",0
"4907","Barack Obama","4","Bernie Sanders Hillary Clinton",0
"4908","Barack Obama","4","Bernie Sanders Joe Biden",1
"4909","Barack Obama","4","Bernie Sanders Richard Nixon",0
"4910","Barack Obama","4","Bernie Sanders Ronald Reagan",0
"4911","Barack Obama","4","Donald Trump Abraham Lincoln",1
"4912","Barack Obama","4","Donald Trump Bernie Sanders",1
"4913","Barack Obama","4","Donald Trump Elizabeth Warren",1
"4914","Barack Obama","4","Donald Trump George W. Bush",0
"4915","Barack Obama","4","Donald Trump Hillary Clinton",1
"4916","Barack Obama","4","Donald Trump Joe Biden",1
"4917","Barack Obama","4","Donald Trump Richard Nixon",0
"4918","Barack Obama","4","Donald Trump Ronald Reagan",1
"4919","Barack Obama","4","Elizabeth Warren Abraham Lincoln",0
"4920","Barack Obama","4","Elizabeth Warren Bernie Sanders",0
"4921","Barack Obama","4","Elizabeth Warren Donald Trump",0
"4922","Barack Obama","4","Elizabeth Warren George W. Bush",0
"4923","Barack Obama","4","Elizabeth Warren Hillary Clinton",1
"4924","Barack Obama","4","Elizabeth Warren Joe Biden",1
"4925","Barack Obama","4","Elizabeth Warren Richard Nixon",0
"4926","Barack Obama","4","Elizabeth Warren Ronald Reagan",0
"4927","Barack Obama","4","George W. Bush Abraham Lincoln",1
"4928","Barack Obama","4","George W. Bush Bernie Sanders",1
"4929","Barack Obama","4","George W. Bush Donald Trump",1
"4930","Barack Obama","4","George W. Bush Elizabeth Warren",1
"4931","Barack Obama","4","George W. Bush Hillary Clinton",1
"4932","Barack Obama","4","George W. Bush Joe Biden",1
"4933","Barack Obama","4","George W. Bush Richard Nixon",0
"4934","Barack Obama","4","George W. Bush Ronald Reagan",0
"4935","Barack Obama","4","Hillary Clinton Abraham Lincoln",1
"4936","Barack Obama","4","Hillary Clinton Bernie Sanders",0
"4937","Barack Obama","4","Hillary Clinton Donald Trump",0
"4938","Barack Obama","4","Hillary Clinton Elizabeth Warren",0
"4939","Barack Obama","4","Hillary Clinton George W. Bush",0
"4940","Barack Obama","4","Hillary Clinton Joe Biden",1
"4941","Barack Obama","4","Hillary Clinton Richard Nixon",0
"4942","Barack Obama","4","Hillary Clinton Ronald Reagan",0
"4943","Barack Obama","4","Joe Biden Abraham Lincoln",0
"4944","Barack Obama","4","Joe Biden Bernie Sanders",0
"4945","Barack Obama","4","Joe Biden Donald Trump",0
"4946","Barack Obama","4","Joe Biden Elizabeth Warren",0
"4947","Barack Obama","4","Joe Biden George W. Bush",0
"4948","Barack Obama","4","Joe Biden Hillary Clinton",0
"4949","Barack Obama","4","Joe Biden Richard Nixon",0
"4950","Barack Obama","4","Joe Biden Ronald Reagan",0
"4951","Barack Obama","4","Richard Nixon Abraham Lincoln",1
"4952","Barack Obama","4","Richard Nixon Bernie Sanders",1
"4953","Barack Obama","4","Richard Nixon Donald Trump",0
"4954","Barack Obama","4","Richard Nixon Elizabeth Warren",1
"4955","Barack Obama","4","Richard Nixon George W. Bush",1
"4956","Barack Obama","4","Richard Nixon Hillary Clinton",1
"4957","Barack Obama","4","Richard Nixon Joe Biden",1
"4958","Barack Obama","4","Richard Nixon Ronald Reagan",1
"4959","Barack Obama","4","Ronald Reagan Abraham Lincoln",1
"4960","Barack Obama","4","Ronald Reagan Bernie Sanders",1
"4961","Barack Obama","4","Ronald Reagan Donald Trump",1
"4962","Barack Obama","4","Ronald Reagan Elizabeth Warren",1
"4963","Barack Obama","4","Ronald Reagan George W. Bush",0
"4964","Barack Obama","4","Ronald Reagan Hillary Clinton",1
"4965","Barack Obama","4","Ronald Reagan Joe Biden",1
"4966","Barack Obama","4","Ronald Reagan Richard Nixon",0
"4967","Bernie Sanders","4","Abraham Lincoln Barack Obama",1
"4968","Bernie Sanders","4","Abraham Lincoln Donald Trump",0
"4969","Bernie Sanders","4","Abraham Lincoln Elizabeth Warren",1
"4970","Bernie Sanders","4","Abraham Lincoln George W. Bush",0
"4971","Bernie Sanders","4","Abraham Lincoln Hillary Clinton",0
"4972","Bernie Sanders","4","Abraham Lincoln Joe Biden",1
"4973","Bernie Sanders","4","Abraham Lincoln Richard Nixon",0
"4974","Bernie Sanders","4","Abraham Lincoln Ronald Reagan",0
"4975","Bernie Sanders","4","Barack Obama Abraham Lincoln",0
"4976","Bernie Sanders","4","Barack Obama Donald Trump",0
"4977","Bernie Sanders","4","Barack Obama Elizabeth Warren",1
"4978","Bernie Sanders","4","Barack Obama George W. Bush",0
"4979","Bernie Sanders","4","Barack Obama Hillary Clinton",0
"4980","Bernie Sanders","4","Barack Obama Joe Biden",0
"4981","Bernie Sanders","4","Barack Obama Richard Nixon",0
"4982","Bernie Sanders","4","Barack Obama Ronald Reagan",0
"4983","Bernie Sanders","4","Donald Trump Abraham Lincoln",1
"4984","Bernie Sanders","4","Donald Trump Barack Obama",1
"4985","Bernie Sanders","4","Donald Trump Elizabeth Warren",1
"4986","Bernie Sanders","4","Donald Trump George W. Bush",0
"4987","Bernie Sanders","4","Donald Trump Hillary Clinton",0
"4988","Bernie Sanders","4","Donald Trump Joe Biden",1
"4989","Bernie Sanders","4","Donald Trump Richard Nixon",0
"4990","Bernie Sanders","4","Donald Trump Ronald Reagan",1
"4991","Bernie Sanders","4","Elizabeth Warren Abraham Lincoln",0
"4992","Bernie Sanders","4","Elizabeth Warren Barack Obama",0
"4993","Bernie Sanders","4","Elizabeth Warren Donald Trump",0
"4994","Bernie Sanders","4","Elizabeth Warren George W. Bush",0
"4995","Bernie Sanders","4","Elizabeth Warren Hillary Clinton",0
"4996","Bernie Sanders","4","Elizabeth Warren Joe Biden",0
"4997","Bernie Sanders","4","Elizabeth Warren Richard Nixon",0
"4998","Bernie Sanders","4","Elizabeth Warren Ronald Reagan",0
"4999","Bernie Sanders","4","George W. Bush Abraham Lincoln",1
"5000","Bernie Sanders","4","George W. Bush Barack Obama",1
"5001","Bernie Sanders","4","George W. Bush Donald Trump",1
"5002","Bernie Sanders","4","George W. Bush Elizabeth Warren",1
"5003","Bernie Sanders","4","George W. Bush Hillary Clinton",1
"5004","Bernie Sanders","4","George W. Bush Joe Biden",1
"5005","Bernie Sanders","4","George W. Bush Richard Nixon",1
"5006","Bernie Sanders","4","George W. Bush Ronald Reagan",1
"5007","Bernie Sanders","4","Hillary Clinton Abraham Lincoln",1
"5008","Bernie Sanders","4","Hillary Clinton Barack Obama",1
"5009","Bernie Sanders","4","Hillary Clinton Donald Trump",0
"5010","Bernie Sanders","4","Hillary Clinton Elizabeth Warren",1
"5011","Bernie Sanders","4","Hillary Clinton George W. Bush",0
"5012","Bernie Sanders","4","Hillary Clinton Joe Biden",1
"5013","Bernie Sanders","4","Hillary Clinton Richard Nixon",0
"5014","Bernie Sanders","4","Hillary Clinton Ronald Reagan",0
"5015","Bernie Sanders","4","Joe Biden Abraham Lincoln",0
"5016","Bernie Sanders","4","Joe Biden Barack Obama",1
"5017","Bernie Sanders","4","Joe Biden Donald Trump",0
"5018","Bernie Sanders","4","Joe Biden Elizabeth Warren",1
"5019","Bernie Sanders","4","Joe Biden George W. Bush",0
"5020","Bernie Sanders","4","Joe Biden Hillary Clinton",0
"5021","Bernie Sanders","4","Joe Biden Richard Nixon",0
"5022","Bernie Sanders","4","Joe Biden Ronald Reagan",0
"5023","Bernie Sanders","4","Richard Nixon Abraham Lincoln",1
"5024","Bernie Sanders","4","Richard Nixon Barack Obama",1
"5025","Bernie Sanders","4","Richard Nixon Donald Trump",0
"5026","Bernie Sanders","4","Richard Nixon Elizabeth Warren",1
"5027","Bernie Sanders","4","Richard Nixon George W. Bush",0
"5028","Bernie Sanders","4","Richard Nixon Hillary Clinton",1
"5029","Bernie Sanders","4","Richard Nixon Joe Biden",1
"5030","Bernie Sanders","4","Richard Nixon Ronald Reagan",0
"5031","Bernie Sanders","4","Ronald Reagan Abraham Lincoln",1
"5032","Bernie Sanders","4","Ronald Reagan Barack Obama",1
"5033","Bernie Sanders","4","Ronald Reagan Donald Trump",1
"5034","Bernie Sanders","4","Ronald Reagan Elizabeth Warren",1
"5035","Bernie Sanders","4","Ronald Reagan George W. Bush",0
"5036","Bernie Sanders","4","Ronald Reagan Hillary Clinton",1
"5037","Bernie Sanders","4","Ronald Reagan Joe Biden",1
"5038","Bernie Sanders","4","Ronald Reagan Richard Nixon",1
"5039","Barack Obama","40","Abraham Lincoln Bernie Sanders",1
"5040","Barack Obama","40","Abraham Lincoln Donald Trump",0
"5041","Barack Obama","40","Abraham Lincoln Elizabeth Warren",0
"5042","Barack Obama","40","Abraham Lincoln George W. Bush",0
"5043","Barack Obama","40","Abraham Lincoln Hillary Clinton",0
"5044","Barack Obama","40","Abraham Lincoln Joe Biden",1
"5045","Barack Obama","40","Abraham Lincoln Richard Nixon",0
"5046","Barack Obama","40","Abraham Lincoln Ronald Reagan",0
"5047","Barack Obama","40","Bernie Sanders Abraham Lincoln",0
"5048","Barack Obama","40","Bernie Sanders Donald Trump",0
"5049","Barack Obama","40","Bernie Sanders Elizabeth Warren",0
"5050","Barack Obama","40","Bernie Sanders George W. Bush",0
"5051","Barack Obama","40","Bernie Sanders Hillary Clinton",0
"5052","Barack Obama","40","Bernie Sanders Joe Biden",1
"5053","Barack Obama","40","Bernie Sanders Richard Nixon",0
"5054","Barack Obama","40","Bernie Sanders Ronald Reagan",0
"5055","Barack Obama","40","Donald Trump Abraham Lincoln",1
"5056","Barack Obama","40","Donald Trump Bernie Sanders",1
"5057","Barack Obama","40","Donald Trump Elizabeth Warren",1
"5058","Barack Obama","40","Donald Trump George W. Bush",0
"5059","Barack Obama","40","Donald Trump Hillary Clinton",1
"5060","Barack Obama","40","Donald Trump Joe Biden",1
"5061","Barack Obama","40","Donald Trump Richard Nixon",1
"5062","Barack Obama","40","Donald Trump Ronald Reagan",1
"5063","Barack Obama","40","Elizabeth Warren Abraham Lincoln",1
"5064","Barack Obama","40","Elizabeth Warren Bernie Sanders",0
"5065","Barack Obama","40","Elizabeth Warren Donald Trump",0
"5066","Barack Obama","40","Elizabeth Warren George W. Bush",0
"5067","Barack Obama","40","Elizabeth Warren Hillary Clinton",1
"5068","Barack Obama","40","Elizabeth Warren Joe Biden",1
"5069","Barack Obama","40","Elizabeth Warren Richard Nixon",0
"5070","Barack Obama","40","Elizabeth Warren Ronald Reagan",0
"5071","Barack Obama","40","George W. Bush Abraham Lincoln",1
"5072","Barack Obama","40","George W. Bush Bernie Sanders",1
"5073","Barack Obama","40","George W. Bush Donald Trump",1
"5074","Barack Obama","40","George W. Bush Elizabeth Warren",1
"5075","Barack Obama","40","George W. Bush Hillary Clinton",1
"5076","Barack Obama","40","George W. Bush Joe Biden",1
"5077","Barack Obama","40","George W. Bush Richard Nixon",0
"5078","Barack Obama","40","George W. Bush Ronald Reagan",0
"5079","Barack Obama","40","Hillary Clinton Abraham Lincoln",1
"5080","Barack Obama","40","Hillary Clinton Bernie Sanders",0
"5081","Barack Obama","40","Hillary Clinton Donald Trump",0
"5082","Barack Obama","40","Hillary Clinton Elizabeth Warren",0
"5083","Barack Obama","40","Hillary Clinton George W. Bush",0
"5084","Barack Obama","40","Hillary Clinton Joe Biden",1
"5085","Barack Obama","40","Hillary Clinton Richard Nixon",0
"5086","Barack Obama","40","Hillary Clinton Ronald Reagan",0
"5087","Barack Obama","40","Joe Biden Abraham Lincoln",0
"5088","Barack Obama","40","Joe Biden Bernie Sanders",0
"5089","Barack Obama","40","Joe Biden Donald Trump",0
"5090","Barack Obama","40","Joe Biden Elizabeth Warren",0
"5091","Barack Obama","40","Joe Biden George W. Bush",0
"5092","Barack Obama","40","Joe Biden Hillary Clinton",0
"5093","Barack Obama","40","Joe Biden Richard Nixon",0
"5094","Barack Obama","40","Joe Biden Ronald Reagan",0
"5095","Barack Obama","40","Richard Nixon Abraham Lincoln",1
"5096","Barack Obama","40","Richard Nixon Bernie Sanders",1
"5097","Barack Obama","40","Richard Nixon Donald Trump",0
"5098","Barack Obama","40","Richard Nixon Elizabeth Warren",1
"5099","Barack Obama","40","Richard Nixon George W. Bush",1
"5100","Barack Obama","40","Richard Nixon Hillary Clinton",1
"5101","Barack Obama","40","Richard Nixon Joe Biden",1
"5102","Barack Obama","40","Richard Nixon Ronald Reagan",1
"5103","Barack Obama","40","Ronald Reagan Abraham Lincoln",1
"5104","Barack Obama","40","Ronald Reagan Bernie Sanders",1
"5105","Barack Obama","40","Ronald Reagan Donald Trump",1
"5106","Barack Obama","40","Ronald Reagan Elizabeth Warren",1
"5107","Barack Obama","40","Ronald Reagan George W. Bush",0
"5108","Barack Obama","40","Ronald Reagan Hillary Clinton",1
"5109","Barack Obama","40","Ronald Reagan Joe Biden",1
"5110","Barack Obama","40","Ronald Reagan Richard Nixon",0
"5111","Bernie Sanders","40","Abraham Lincoln Barack Obama",1
"5112","Bernie Sanders","40","Abraham Lincoln Donald Trump",0
"5113","Bernie Sanders","40","Abraham Lincoln Elizabeth Warren",1
"5114","Bernie Sanders","40","Abraham Lincoln George W. Bush",0
"5115","Bernie Sanders","40","Abraham Lincoln Hillary Clinton",0
"5116","Bernie Sanders","40","Abraham Lincoln Joe Biden",0
"5117","Bernie Sanders","40","Abraham Lincoln Richard Nixon",0
"5118","Bernie Sanders","40","Abraham Lincoln Ronald Reagan",0
"5119","Bernie Sanders","40","Barack Obama Abraham Lincoln",0
"5120","Bernie Sanders","40","Barack Obama Donald Trump",0
"5121","Bernie Sanders","40","Barack Obama Elizabeth Warren",1
"5122","Bernie Sanders","40","Barack Obama George W. Bush",0
"5123","Bernie Sanders","40","Barack Obama Hillary Clinton",0
"5124","Bernie Sanders","40","Barack Obama Joe Biden",0
"5125","Bernie Sanders","40","Barack Obama Richard Nixon",0
"5126","Bernie Sanders","40","Barack Obama Ronald Reagan",0
"5127","Bernie Sanders","40","Donald Trump Abraham Lincoln",1
"5128","Bernie Sanders","40","Donald Trump Barack Obama",1
"5129","Bernie Sanders","40","Donald Trump Elizabeth Warren",1
"5130","Bernie Sanders","40","Donald Trump George W. Bush",0
"5131","Bernie Sanders","40","Donald Trump Hillary Clinton",1
"5132","Bernie Sanders","40","Donald Trump Joe Biden",1
"5133","Bernie Sanders","40","Donald Trump Richard Nixon",0
"5134","Bernie Sanders","40","Donald Trump Ronald Reagan",1
"5135","Bernie Sanders","40","Elizabeth Warren Abraham Lincoln",0
"5136","Bernie Sanders","40","Elizabeth Warren Barack Obama",0
"5137","Bernie Sanders","40","Elizabeth Warren Donald Trump",0
"5138","Bernie Sanders","40","Elizabeth Warren George W. Bush",0
"5139","Bernie Sanders","40","Elizabeth Warren Hillary Clinton",0
"5140","Bernie Sanders","40","Elizabeth Warren Joe Biden",0
"5141","Bernie Sanders","40","Elizabeth Warren Richard Nixon",0
"5142","Bernie Sanders","40","Elizabeth Warren Ronald Reagan",0
"5143","Bernie Sanders","40","George W. Bush Abraham Lincoln",1
"5144","Bernie Sanders","40","George W. Bush Barack Obama",1
"5145","Bernie Sanders","40","George W. Bush Donald Trump",1
"5146","Bernie Sanders","40","George W. Bush Elizabeth Warren",1
"5147","Bernie Sanders","40","George W. Bush Hillary Clinton",1
"5148","Bernie Sanders","40","George W. Bush Joe Biden",1
"5149","Bernie Sanders","40","George W. Bush Richard Nixon",1
"5150","Bernie Sanders","40","George W. Bush Ronald Reagan",1
"5151","Bernie Sanders","40","Hillary Clinton Abraham Lincoln",0
"5152","Bernie Sanders","40","Hillary Clinton Barack Obama",1
"5153","Bernie Sanders","40","Hillary Clinton Donald Trump",0
"5154","Bernie Sanders","40","Hillary Clinton Elizabeth Warren",1
"5155","Bernie Sanders","40","Hillary Clinton George W. Bush",0
"5156","Bernie Sanders","40","Hillary Clinton Joe Biden",1
"5157","Bernie Sanders","40","Hillary Clinton Richard Nixon",0
"5158","Bernie Sanders","40","Hillary Clinton Ronald Reagan",0
"5159","Bernie Sanders","40","Joe Biden Abraham Lincoln",0
"5160","Bernie Sanders","40","Joe Biden Barack Obama",1
"5161","Bernie Sanders","40","Joe Biden Donald Trump",0
"5162","Bernie Sanders","40","Joe Biden Elizabeth Warren",1
"5163","Bernie Sanders","40","Joe Biden George W. Bush",0
"5164","Bernie Sanders","40","Joe Biden Hillary Clinton",0
"5165","Bernie Sanders","40","Joe Biden Richard Nixon",0
"5166","Bernie Sanders","40","Joe Biden Ronald Reagan",0
"5167","Bernie Sanders","40","Richard Nixon Abraham Lincoln",1
"5168","Bernie Sanders","40","Richard Nixon Barack Obama",1
"5169","Bernie Sanders","40","Richard Nixon Donald Trump",1
"5170","Bernie Sanders","40","Richard Nixon Elizabeth Warren",1
"5171","Bernie Sanders","40","Richard Nixon George W. Bush",0
"5172","Bernie Sanders","40","Richard Nixon Hillary Clinton",1
"5173","Bernie Sanders","40","Richard Nixon Joe Biden",1
"5174","Bernie Sanders","40","Richard Nixon Ronald Reagan",0
"5175","Bernie Sanders","40","Ronald Reagan Abraham Lincoln",1
"5176","Bernie Sanders","40","Ronald Reagan Barack Obama",1
"5177","Bernie Sanders","40","Ronald Reagan Donald Trump",1
"5178","Bernie Sanders","40","Ronald Reagan Elizabeth Warren",1
"5179","Bernie Sanders","40","Ronald Reagan George W. Bush",0
"5180","Bernie Sanders","40","Ronald Reagan Hillary Clinton",1
"5181","Bernie Sanders","40","Ronald Reagan Joe Biden",1
"5182","Bernie Sanders","40","Ronald Reagan Richard Nixon",1
"5183","Barack Obama","41","Abraham Lincoln Bernie Sanders",0
"5184","Barack Obama","41","Abraham Lincoln Donald Trump",0
"5185","Barack Obama","41","Abraham Lincoln Elizabeth Warren",1
"5186","Barack Obama","41","Abraham Lincoln George W. Bush",0
"5187","Barack Obama","41","Abraham Lincoln Hillary Clinton",0
"5188","Barack Obama","41","Abraham Lincoln Joe Biden",0
"5189","Barack Obama","41","Abraham Lincoln Richard Nixon",0
